what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412158591
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412161642
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412164395
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412302962
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412382484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412385242
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412460709
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412462282
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412472656
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1447412475734
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1447412476395
started,bundle,org.eclipse.wst.ws.service.policy,1.0.203.v201004211732,"org.eclipse.wst.ws.service.policy",1447412476609
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1447412476829
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1447412476930
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1447412492230
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1447412501939
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1447412501964
started,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1447412501986
started,bundle,org.eclipse.pde.core,3.6.1.v20100902_r361,"org.eclipse.pde.core",1447412502076
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412502201
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412509507
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412511018
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412604912
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1447412605553
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1447412605838
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.ui",1447412605886
started,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1447412607306
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412609663
error,log,,,"Cannot parse XML at URL http://marketplace.eclipse.org/api/p?product=org.eclipse.epp.package.jee.product&os=win32&runtime.version=3.6.0.v20100505&client=org.eclipse.epp.mpc.core&java.version=1.7.0_04&product.version=1.3.1.20100913-1228&ws=win32",1447412653876
error,log,,,"MarketplaceDiscoveryStrategy failed with an error",1447412732066
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1447412878202
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1447412878216
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412878758
executed,command,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1447412878833
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412898850
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412900187
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412900922
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412918245
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412935235
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412960527
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447412963978
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447413015633
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447413021257
started,bundle,org.eclipse.wb.os,1.1.0.r36x201109091012,"org.eclipse.wb.os",1447413051156
started,bundle,org.eclipse.wb.os.win32,1.1.0.r36x201109091012,"org.eclipse.wb.os.win32",1447413051625
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447413076281
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.help.aboutAction",1447413076293
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447413129450
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447413171993
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447413190138
