what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1447476574056
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447476580791
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447476594587
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447476594943
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447476595882
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447476597583
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447476599299
opened,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1447476608281
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1447476608353
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1447476616445
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1447476617701
closed,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1447476617702
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1447476619037
closed,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1447476619037
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447476631031
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447476633138
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447476633746
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447476643256
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447476731756
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447476733254
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447476737170
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447476738995
executed,command,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.run",1447476741397
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447476742740
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447476743053
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447476743240
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447476743380
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447476744020
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447476752962
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447476756207
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447476763181
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447476764897
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447476770513
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1447476784553
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1447476786565
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447476797953
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447476803460
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1447476810745
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447476813101
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477032378
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477034031
executed,command,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.run",1447477036278
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477037275
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477044550
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477047319
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477061876
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477063944
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477114786
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477117072
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477118813
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477120722
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477125778
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477127792
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477136583
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1447477141894
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477146218
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477397763
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477398099
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1447477399205
opened,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1447477403347
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1447477403418
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477414230
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477415178
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477420174
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477429991
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477430865
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477430880
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477431180
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1447477431181
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.4.1,"org.tigris.subversion.clientadapter.javahl",1447477431402
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.4,"org.tigris.subversion.clientadapter.svnkit",1447477431426
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477433903
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477436524
executed,command,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.run",1447477448137
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477451692
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477459016
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477461833
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477478548
executed,command,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.stop",1447477481755
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477482796
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477482905
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477483099
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477484796
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477487229
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1447477487233
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477489278
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477494371
error,log,,,"Cannot find navigator content extension (using triggerPoints) for object ""<null>"" parent path: ""P/Servers"".  Check that you have an expression for this object in a navigatorContent triggerPoints or enablement.",1447477501759
error,log,,,"Cannot find navigator content extension (using triggerPoints) for object ""<null>"" parent path: ""P/Servers"".  Check that you have an expression for this object in a navigatorContent triggerPoints or enablement.",1447477501766
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477501786
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1447477512462
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477513922
executed,command,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.run",1447477516866
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477519859
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477526819
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477528529
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477537727
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477549775
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477551600
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477553534
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477571549
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477572686
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477574208
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477576411
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477581260
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477581260
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477581353
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477597410
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477609532
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477617671
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477620931
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477621962
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477622056
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477623008
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477630034
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477633372
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477648036
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477650547
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477652140
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477653356
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477656336
executed,command,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.run",1447477661032
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477661843
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477668633
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477670630
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477703977
executed,command,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.run",1447477707424
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477708158
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477708222
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477709142
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477715962
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477718677
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477737384
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477737669
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477743950
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477749349
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477775806
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1447477782389
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477785509
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477787163
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1447477787163
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477802173
started,bundle,org.eclipse.wst.html.core,1.1.402.v201008311901,"org.eclipse.wst.html.core",1447477825605
started,bundle,org.eclipse.wst.css.core,1.1.401.v201008161749,"org.eclipse.wst.css.core",1447477828069
started,bundle,org.eclipse.pde.core,3.6.1.v20100902_r361,"org.eclipse.pde.core",1447477840830
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477846446
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477850964
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477855288
executed,command,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.run",1447477857940
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477859017
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477859595
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477860453
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477867164
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1447477868724
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477872469
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1447477874357
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.ui",1447477879676
started,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1447477879676
started,bundle,org.eclipse.jst.common.project.facet.ui,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.ui",1447477880160
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477880332
started,bundle,org.eclipse.jpt.core,2.3.2.v201008252310,"org.eclipse.jpt.core",1447477890316
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477891267
error,log,,,"Error responding to resource change",1447477892328
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.0.v20100602,"org.eclipse.jst.jsf.facelet.ui",1447477900892
started,bundle,org.eclipse.jst.jsf.ui,1.3.1.v20100906,"org.eclipse.jst.jsf.ui",1447477900939
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.302.v201009091745,"org.eclipse.wst.jsdt.web.ui",1447477900939
started,bundle,org.eclipse.wst.css.ui,1.0.501.v201008232042,"org.eclipse.wst.css.ui",1447477900986
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.302.v201009091745,"org.eclipse.wst.jsdt.web.core",1447477901407
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477901657
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477906025
opened,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1447477906274
activated,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1447477906415
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1447477910112
opened,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1447477912017
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1447477912033
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1447477912860
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1447477912906
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477914669
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477915652
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1447477915668
